win percent,lose percent,wins,loses,nothing
1.3,-1.1,110,167,1127
1.3,-1.2,112,140,1152
1.3,-1.3,113,125,1166
1.3,-1.4,116,110,1178
1.3,-1.5,117,100,1187
1.3,-1.6,117,91,1196
1.3,-1.7,117,79,1208
1.3,-1.8,117,73,1214
1.3,-1.9,118,65,1221
1.3,-2.0,118,57,1229
1.3,-2.1,119,51,1234
1.3,-2.2,120,48,1236
1.3,-2.3,120,45,1239
1.3,-2.4,120,40,1244
1.3,-2.5,121,33,1250
1.3,-2.6,122,29,1253
1.3,-2.7,122,27,1255
1.3,-2.8,122,23,1259
1.3,-2.9,122,22,1260
1.3,-3.0,122,22,1260
1.3,-3.1,123,19,1262
1.3,-3.2,123,18,1263
1.3,-3.3,123,18,1263
1.3,-3.4,124,17,1263
1.3,-3.5,124,16,1264
1.3,-3.6,124,15,1265
1.3,-3.7,124,15,1265
1.3,-3.8,124,15,1265
1.3,-3.9,124,14,1266
1.3,-4.0,124,14,1266
1.3,-4.1,124,12,1268
1.3,-4.2,124,11,1269
1.3,-4.3,124,10,1270
1.3,-4.4,124,8,1272
1.3,-4.5,125,6,1273
1.3,-4.6,125,6,1273
1.3,-4.7,125,5,1274
1.3,-4.8,125,5,1274
1.3,-4.9,125,5,1274
1.3,-5.0,125,4,1275
1.3,-5.1,125,4,1275
1.3,-5.2,125,4,1275
1.3,-5.3,125,4,1275
1.3,-5.4,125,4,1275
1.3,-5.5,125,4,1275
1.3,-5.6,125,4,1275
1.3,-5.7,125,4,1275
1.3,-5.8,125,4,1275
1.3,-5.9,125,3,1276
1.3,-6.0,125,3,1276
1.3,-6.1,125,3,1276
1.3,-6.2,125,3,1276
1.3,-6.3,125,3,1276
1.3,-6.4,125,3,1276
1.3,-6.5,125,2,1277
1.3,-6.6,125,2,1277
1.3,-6.7,125,2,1277
1.3,-6.8,125,2,1277
1.3,-6.9,125,2,1277
1.3,-7.0,126,1,1277
1.3,-7.1,126,1,1277
1.3,-7.2,126,1,1277
1.3,-7.3,126,1,1277
1.3,-7.4,126,0,1278
1.4,-0.1,48,843,513
1.4,-0.2,55,769,580
1.4,-0.3,66,674,664
1.4,-0.4,80,569,755
1.4,-0.5,86,468,850
1.4,-0.6,89,379,936
1.4,-0.7,89,315,1000
1.4,-0.8,92,266,1046
1.4,-0.9,94,226,1084
1.4,-1.0,96,192,1116
1.4,-1.1,100,167,1137
1.4,-1.2,102,140,1162
1.4,-1.3,103,125,1176
1.4,-1.4,105,110,1189
1.4,-1.5,106,100,1198
1.4,-1.6,106,91,1207
1.4,-1.7,106,79,1219
1.4,-1.8,106,73,1225
1.4,-1.9,107,65,1232
1.4,-2.0,107,57,1240
1.4,-2.1,108,51,1245
1.4,-2.2,109,48,1247
1.4,-2.3,109,45,1250
1.4,-2.4,109,40,1255
1.4,-2.5,110,33,1261
1.4,-2.6,111,29,1264
1.4,-2.7,111,27,1266
1.4,-2.8,111,23,1270
1.4,-2.9,111,22,1271
1.4,-3.0,111,22,1271
1.4,-3.1,112,19,1273
1.4,-3.2,112,18,1274
1.4,-3.3,112,18,1274
1.4,-3.4,113,17,1274
1.4,-3.5,113,16,1275
1.4,-3.6,113,15,1276
1.4,-3.7,113,15,1276
1.4,-3.8,113,15,1276
1.4,-3.9,113,14,1277
1.4,-4.0,113,14,1277
1.4,-4.1,113,12,1279
1.4,-4.2,113,11,1280
1.4,-4.3,113,10,1281
1.4,-4.4,113,8,1283
1.4,-4.5,114,6,1284
1.4,-4.6,114,6,1284
1.4,-4.7,114,5,1285
1.4,-4.8,114,5,1285
1.4,-4.9,114,5,1285
1.4,-5.0,114,4,1286
1.4,-5.1,114,4,1286
1.4,-5.2,114,4,1286
1.4,-5.3,114,4,1286
1.4,-5.4,114,4,1286
1.4,-5.5,114,4,1286
1.4,-5.6,114,4,1286
1.4,-5.7,114,4,1286
1.4,-5.8,114,4,1286
1.4,-5.9,114,3,1287
1.4,-6.0,114,3,1287
1.4,-6.1,114,3,1287
1.4,-6.2,114,3,1287
1.4,-6.3,114,3,1287
1.4,-6.4,114,3,1287
1.4,-6.5,114,2,1288
1.4,-6.6,114,2,1288
1.4,-6.7,114,2,1288
1.4,-6.8,114,2,1288
1.4,-6.9,114,2,1288
1.4,-7.0,115,1,1288
1.4,-7.1,115,1,1288
1.4,-7.2,115,1,1288
1.4,-7.3,115,1,1288
1.4,-7.4,115,0,1289
1.5,-0.1,46,843,515
1.5,-0.2,53,769,582
1.5,-0.3,63,674,667
1.5,-0.4,74,569,761
1.5,-0.5,79,468,857
1.5,-0.6,82,379,943
1.5,-0.7,82,315,1007
1.5,-0.8,85,266,1053
1.5,-0.9,87,226,1091
1.5,-1.0,88,192,1124
1.5,-1.1,91,167,1146
1.5,-1.2,93,140,1171
1.5,-1.3,94,125,1185
1.5,-1.4,96,110,1198
1.5,-1.5,97,100,1207
1.5,-1.6,97,91,1216
1.5,-1.7,97,79,1228
1.5,-1.8,97,73,1234
1.5,-1.9,98,65,1241
1.5,-2.0,98,57,1249
1.5,-2.1,99,51,1254
1.5,-2.2,100,48,1256
1.5,-2.3,100,45,1259
1.5,-2.4,100,40,1264
1.5,-2.5,100,33,1271
1.5,-2.6,101,29,1274
1.5,-2.7,101,27,1276
1.5,-2.8,101,23,1280
1.5,-2.9,101,22,1281
1.5,-3.0,101,22,1281
1.5,-3.1,102,19,1283
1.5,-3.2,102,18,1284
1.5,-3.3,102,18,1284
1.5,-3.4,103,17,1284
1.5,-3.5,103,16,1285
1.5,-3.6,103,15,1286
1.5,-3.7,103,15,1286
1.5,-3.8,103,15,1286
1.5,-3.9,103,14,1287
1.5,-4.0,103,14,1287
1.5,-4.1,103,12,1289
1.5,-4.2,103,11,1290
1.5,-4.3,103,10,1291
1.5,-4.4,103,8,1293
1.5,-4.5,104,6,1294
1.5,-4.6,104,6,1294
1.5,-4.7,104,5,1295
1.5,-4.8,104,5,1295
1.5,-4.9,104,5,1295
1.5,-5.0,104,4,1296
1.5,-5.1,104,4,1296
1.5,-5.2,104,4,1296
1.5,-5.3,104,4,1296
1.5,-5.4,104,4,1296
1.5,-5.5,104,4,1296
1.5,-5.6,104,4,1296
1.5,-5.7,104,4,1296
1.5,-5.8,104,4,1296
1.5,-5.9,104,3,1297
1.5,-6.0,104,3,1297
1.5,-6.1,104,3,1297
1.5,-6.2,104,3,1297
1.5,-6.3,104,3,1297
1.5,-6.4,104,3,1297
1.5,-6.5,104,2,1298
1.5,-6.6,104,2,1298
1.5,-6.7,104,2,1298
1.5,-6.8,104,2,1298
1.5,-6.9,104,2,1298
1.5,-7.0,105,1,1298
1.5,-7.1,105,1,1298
1.5,-7.2,105,1,1298
1.5,-7.3,105,1,1298
1.5,-7.4,105,0,1299
1.6,-0.1,42,843,519
1.6,-0.2,48,769,587
1.6,-0.3,58,674,672
1.6,-0.4,66,569,769
1.6,-0.5,71,468,865
1.6,-0.6,73,379,952
1.6,-0.7,73,315,1016
1.6,-0.8,76,266,1062
1.6,-0.9,78,226,1100
1.6,-1.0,79,192,1133
1.6,-1.1,82,167,1155
1.6,-1.2,84,140,1180
1.6,-1.3,85,125,1194
1.6,-1.4,86,110,1208
1.6,-1.5,87,100,1217
1.6,-1.6,87,91,1226
1.6,-1.7,87,79,1238
1.6,-1.8,87,73,1244
1.6,-1.9,88,65,1251
1.6,-2.0,88,57,1259
1.6,-2.1,89,51,1264
1.6,-2.2,90,48,1266
1.6,-2.3,90,45,1269
1.6,-2.4,90,40,1274
1.6,-2.5,90,33,1281
1.6,-2.6,91,29,1284
1.6,-2.7,91,27,1286
1.6,-2.8,91,23,1290
1.6,-2.9,91,22,1291
1.6,-3.0,91,22,1291
1.6,-3.1,92,19,1293
1.6,-3.2,92,18,1294
1.6,-3.3,92,18,1294
1.6,-3.4,93,17,1294
1.6,-3.5,93,16,1295
1.6,-3.6,93,15,1296
1.6,-3.7,93,15,1296
1.6,-3.8,93,15,1296
1.6,-3.9,93,14,1297
1.6,-4.0,93,14,1297
1.6,-4.1,93,12,1299
1.6,-4.2,93,11,1300
1.6,-4.3,93,10,1301
1.6,-4.4,93,8,1303
1.6,-4.5,94,6,1304
1.6,-4.6,94,6,1304
1.6,-4.7,94,5,1305
1.6,-4.8,94,5,1305
1.6,-4.9,94,5,1305
1.6,-5.0,94,4,1306
1.6,-5.1,94,4,1306
1.6,-5.2,94,4,1306
1.6,-5.3,94,4,1306
1.6,-5.4,94,4,1306
1.6,-5.5,94,4,1306
1.6,-5.6,94,4,1306
1.6,-5.7,94,4,1306
1.6,-5.8,94,4,1306
1.6,-5.9,94,3,1307
1.6,-6.0,94,3,1307
1.6,-6.1,94,3,1307
1.6,-6.2,94,3,1307
1.6,-6.3,94,3,1307
1.6,-6.4,94,3,1307
1.6,-6.5,94,2,1308
1.6,-6.6,94,2,1308
1.6,-6.7,94,2,1308
1.6,-6.8,94,2,1308
1.6,-6.9,94,2,1308
1.6,-7.0,95,1,1308
1.6,-7.1,95,1,1308
1.6,-7.2,95,1,1308
1.6,-7.3,95,1,1308
1.6,-7.4,95,0,1309
1.7,-0.1,37,843,524
1.7,-0.2,43,769,592
1.7,-0.3,51,674,679
1.7,-0.4,56,569,779
1.7,-0.5,60,468,876
1.7,-0.6,62,379,963
1.7,-0.7,62,315,1027
1.7,-0.8,65,266,1073
1.7,-0.9,67,226,1111
1.7,-1.0,68,192,1144
1.7,-1.1,71,167,1166
1.7,-1.2,73,140,1191
1.7,-1.3,74,125,1205
1.7,-1.4,75,110,1219
1.7,-1.5,76,100,1228
1.7,-1.6,76,91,1237
1.7,-1.7,76,79,1249
1.7,-1.8,76,73,1255
1.7,-1.9,77,65,1262
1.7,-2.0,77,57,1270
1.7,-2.1,78,51,1275
1.7,-2.2,79,48,1277
1.7,-2.3,79,45,1280
1.7,-2.4,79,40,1285
1.7,-2.5,79,33,1292
1.7,-2.6,80,29,1295
1.7,-2.7,80,27,1297
1.7,-2.8,80,23,1301
1.7,-2.9,80,22,1302
1.7,-3.0,80,22,1302
1.7,-3.1,81,19,1304
1.7,-3.2,81,18,1305
1.7,-3.3,81,18,1305
1.7,-3.4,82,17,1305
1.7,-3.5,82,16,1306
1.7,-3.6,82,15,1307
1.7,-3.7,82,15,1307
1.7,-3.8,82,15,1307
1.7,-3.9,82,14,1308
1.7,-4.0,82,14,1308
1.7,-4.1,82,12,1310
1.7,-4.2,82,11,1311
1.7,-4.3,82,10,1312
1.7,-4.4,82,8,1314
1.7,-4.5,83,6,1315
1.7,-4.6,83,6,1315
1.7,-4.7,83,5,1316
1.7,-4.8,83,5,1316
1.7,-4.9,83,5,1316
1.7,-5.0,83,4,1317
1.7,-5.1,83,4,1317
1.7,-5.2,83,4,1317
1.7,-5.3,83,4,1317
1.7,-5.4,83,4,1317
1.7,-5.5,83,4,1317
1.7,-5.6,83,4,1317
1.7,-5.7,83,4,1317
1.7,-5.8,83,4,1317
1.7,-5.9,83,3,1318
1.7,-6.0,83,3,1318
1.7,-6.1,83,3,1318
1.7,-6.2,83,3,1318
1.7,-6.3,83,3,1318
1.7,-6.4,83,3,1318
1.7,-6.5,83,2,1319
1.7,-6.6,83,2,1319
1.7,-6.7,83,2,1319
1.7,-6.8,83,2,1319
1.7,-6.9,83,2,1319
1.7,-7.0,84,1,1319
1.7,-7.1,84,1,1319
1.7,-7.2,84,1,1319
1.7,-7.3,84,1,1319
1.7,-7.4,84,0,1320
1.8,-0.1,30,843,531
1.8,-0.2,35,769,600
1.8,-0.3,41,674,689
1.8,-0.4,46,569,789
1.8,-0.5,49,468,887
1.8,-0.6,51,379,974
1.8,-0.7,51,315,1038
1.8,-0.8,54,266,1084
1.8,-0.9,56,226,1122
1.8,-1.0,56,192,1156
1.8,-1.1,59,167,1178
1.8,-1.2,61,140,1203
1.8,-1.3,62,125,1217
1.8,-1.4,63,110,1231
1.8,-1.5,64,100,1240
1.8,-1.6,64,91,1249
1.8,-1.7,64,79,1261
1.8,-1.8,64,73,1267
1.8,-1.9,64,65,1275
1.8,-2.0,64,57,1283
1.8,-2.1,65,51,1288
1.8,-2.2,65,48,1291
1.8,-2.3,65,45,1294
1.8,-2.4,65,40,1299
1.8,-2.5,65,33,1306
1.8,-2.6,66,29,1309
1.8,-2.7,66,27,1311
1.8,-2.8,66,23,1315
1.8,-2.9,66,22,1316
1.8,-3.0,66,22,1316
1.8,-3.1,66,19,1319
1.8,-3.2,66,18,1320
1.8,-3.3,66,18,1320
1.8,-3.4,67,17,1320
1.8,-3.5,67,16,1321
1.8,-3.6,67,15,1322
1.8,-3.7,67,15,1322
1.8,-3.8,67,15,1322
1.8,-3.9,67,14,1323
1.8,-4.0,67,14,1323
1.8,-4.1,67,12,1325
1.8,-4.2,67,11,1326
1.8,-4.3,67,10,1327
1.8,-4.4,67,8,1329
1.8,-4.5,68,6,1330
1.8,-4.6,68,6,1330
1.8,-4.7,68,5,1331
1.8,-4.8,68,5,1331
1.8,-4.9,68,5,1331
1.8,-5.0,68,4,1332
1.8,-5.1,68,4,1332
1.8,-5.2,68,4,1332
1.8,-5.3,68,4,1332
1.8,-5.4,68,4,1332
1.8,-5.5,68,4,1332
1.8,-5.6,68,4,1332
1.8,-5.7,68,4,1332
1.8,-5.8,68,4,1332
1.8,-5.9,68,3,1333
1.8,-6.0,68,3,1333
1.8,-6.1,68,3,1333
1.8,-6.2,68,3,1333
1.8,-6.3,68,3,1333
1.8,-6.4,68,3,1333
1.8,-6.5,68,2,1334
1.8,-6.6,68,2,1334
1.8,-6.7,68,2,1334
1.8,-6.8,68,2,1334
1.8,-6.9,68,2,1334
1.8,-7.0,69,1,1334
1.8,-7.1,69,1,1334
1.8,-7.2,69,1,1334
1.8,-7.3,69,1,1334
1.8,-7.4,69,0,1335
1.9,-0.1,25,843,536
1.9,-0.2,29,769,606
1.9,-0.3,34,674,696
1.9,-0.4,39,569,796
1.9,-0.5,42,468,894
1.9,-0.6,44,379,981
1.9,-0.7,44,315,1045
1.9,-0.8,47,266,1091
1.9,-0.9,49,226,1129
1.9,-1.0,49,192,1163
1.9,-1.1,52,167,1185
1.9,-1.2,54,140,1210
1.9,-1.3,55,125,1224
1.9,-1.4,56,110,1238
1.9,-1.5,57,100,1247
1.9,-1.6,57,91,1256
1.9,-1.7,57,79,1268
1.9,-1.8,57,73,1274
1.9,-1.9,57,65,1282
1.9,-2.0,57,57,1290
1.9,-2.1,58,51,1295
1.9,-2.2,58,48,1298
1.9,-2.3,58,45,1301
1.9,-2.4,58,40,1306
1.9,-2.5,58,33,1313
1.9,-2.6,59,29,1316
1.9,-2.7,59,27,1318
1.9,-2.8,59,23,1322
1.9,-2.9,59,22,1323
1.9,-3.0,59,22,1323
1.9,-3.1,59,19,1326
1.9,-3.2,59,18,1327
1.9,-3.3,59,18,1327
1.9,-3.4,60,17,1327
1.9,-3.5,60,16,1328
1.9,-3.6,60,15,1329
1.9,-3.7,60,15,1329
1.9,-3.8,60,15,1329
1.9,-3.9,60,14,1330
1.9,-4.0,60,14,1330
1.9,-4.1,60,12,1332
1.9,-4.2,60,11,1333
1.9,-4.3,60,10,1334
1.9,-4.4,60,8,1336
1.9,-4.5,61,6,1337
1.9,-4.6,61,6,1337
1.9,-4.7,61,5,1338
1.9,-4.8,61,5,1338
1.9,-4.9,61,5,1338
1.9,-5.0,61,4,1339
1.9,-5.1,61,4,1339
1.9,-5.2,61,4,1339
1.9,-5.3,61,4,1339
1.9,-5.4,61,4,1339
1.9,-5.5,61,4,1339
1.9,-5.6,61,4,1339
1.9,-5.7,61,4,1339
1.9,-5.8,61,4,1339
1.9,-5.9,61,3,1340
1.9,-6.0,61,3,1340
1.9,-6.1,61,3,1340
1.9,-6.2,61,3,1340
1.9,-6.3,61,3,1340
1.9,-6.4,61,3,1340
1.9,-6.5,61,2,1341
1.9,-6.6,61,2,1341
1.9,-6.7,61,2,1341
1.9,-6.8,61,2,1341
1.9,-6.9,61,2,1341
1.9,-7.0,62,1,1341
1.9,-7.1,62,1,1341
1.9,-7.2,62,1,1341
1.9,-7.3,62,1,1341
1.9,-7.4,62,0,1342
2.0,-0.1,20,843,541
2.0,-0.2,24,769,611
2.0,-0.3,29,674,701
2.0,-0.4,34,569,801
2.0,-0.5,36,468,900
2.0,-0.6,38,379,987
2.0,-0.7,38,315,1051
2.0,-0.8,41,266,1097
2.0,-0.9,43,226,1135
2.0,-1.0,43,192,1169
2.0,-1.1,46,167,1191
2.0,-1.2,48,140,1216
2.0,-1.3,49,125,1230
2.0,-1.4,50,110,1244
2.0,-1.5,51,100,1253
2.0,-1.6,51,91,1262
2.0,-1.7,51,79,1274
2.0,-1.8,51,73,1280
2.0,-1.9,51,65,1288
2.0,-2.0,51,57,1296
2.0,-2.1,52,51,1301
2.0,-2.2,52,48,1304
2.0,-2.3,52,45,1307
2.0,-2.4,52,40,1312
2.0,-2.5,52,33,1319
2.0,-2.6,53,29,1322
2.0,-2.7,53,27,1324
2.0,-2.8,53,23,1328
2.0,-2.9,53,22,1329
2.0,-3.0,53,22,1329
2.0,-3.1,53,19,1332
2.0,-3.2,53,18,1333
2.0,-3.3,53,18,1333
2.0,-3.4,54,17,1333
2.0,-3.5,54,16,1334
2.0,-3.6,54,15,1335
2.0,-3.7,54,15,1335
2.0,-3.8,54,15,1335
2.0,-3.9,54,14,1336
2.0,-4.0,54,14,1336
2.0,-4.1,54,12,1338
2.0,-4.2,54,11,1339
2.0,-4.3,54,10,1340
2.0,-4.4,54,8,1342
2.0,-4.5,55,6,1343
2.0,-4.6,55,6,1343
2.0,-4.7,55,5,1344
2.0,-4.8,55,5,1344
2.0,-4.9,55,5,1344
2.0,-5.0,55,4,1345
2.0,-5.1,55,4,1345
2.0,-5.2,55,4,1345
2.0,-5.3,55,4,1345
2.0,-5.4,55,4,1345
2.0,-5.5,55,4,1345
2.0,-5.6,55,4,1345
2.0,-5.7,55,4,1345
2.0,-5.8,55,4,1345
2.0,-5.9,55,3,1346
2.0,-6.0,55,3,1346
2.0,-6.1,55,3,1346
2.0,-6.2,55,3,1346
2.0,-6.3,55,3,1346
2.0,-6.4,55,3,1346
2.0,-6.5,55,2,1347
2.0,-6.6,55,2,1347
2.0,-6.7,55,2,1347
2.0,-6.8,55,2,1347
2.0,-6.9,55,2,1347
2.0,-7.0,56,1,1347
2.0,-7.1,56,1,1347
2.0,-7.2,56,1,1347
2.0,-7.3,56,1,1347
2.0,-7.4,56,0,1348
2.1,-0.1,17,843,544
2.1,-0.2,20,769,615
2.1,-0.3,24,674,706
2.1,-0.4,28,569,807
2.1,-0.5,29,468,907
2.1,-0.6,30,379,995
2.1,-0.7,30,315,1059
2.1,-0.8,32,266,1106
2.1,-0.9,34,226,1144
2.1,-1.0,34,192,1178
2.1,-1.1,36,167,1201
2.1,-1.2,38,140,1226
2.1,-1.3,39,125,1240
2.1,-1.4,40,110,1254
2.1,-1.5,40,100,1264
2.1,-1.6,40,91,1273
2.1,-1.7,40,79,1285
2.1,-1.8,40,73,1291
2.1,-1.9,40,65,1299
2.1,-2.0,40,57,1307
2.1,-2.1,40,51,1313
2.1,-2.2,40,48,1316
2.1,-2.3,40,45,1319
2.1,-2.4,40,40,1324
2.1,-2.5,40,33,1331
2.1,-2.6,41,29,1334
2.1,-2.7,41,27,1336
2.1,-2.8,41,23,1340
2.1,-2.9,41,22,1341
2.1,-3.0,41,22,1341
2.1,-3.1,41,19,1344
2.1,-3.2,41,18,1345
2.1,-3.3,41,18,1345
2.1,-3.4,42,17,1345
2.1,-3.5,42,16,1346
2.1,-3.6,42,15,1347
2.1,-3.7,42,15,1347
2.1,-3.8,42,15,1347
2.1,-3.9,42,14,1348
2.1,-4.0,42,14,1348
2.1,-4.1,42,12,1350
2.1,-4.2,42,11,1351
2.1,-4.3,42,10,1352
2.1,-4.4,42,8,1354
2.1,-4.5,43,6,1355
2.1,-4.6,43,6,1355
2.1,-4.7,43,5,1356
2.1,-4.8,43,5,1356
2.1,-4.9,43,5,1356
2.1,-5.0,43,4,1357
2.1,-5.1,43,4,1357
2.1,-5.2,43,4,1357
2.1,-5.3,43,4,1357
2.1,-5.4,43,4,1357
2.1,-5.5,43,4,1357
2.1,-5.6,43,4,1357
2.1,-5.7,43,4,1357
2.1,-5.8,43,4,1357
2.1,-5.9,43,3,1358
2.1,-6.0,43,3,1358
2.1,-6.1,43,3,1358
2.1,-6.2,43,3,1358
2.1,-6.3,43,3,1358
2.1,-6.4,43,3,1358
2.1,-6.5,43,2,1359
2.1,-6.6,43,2,1359
2.1,-6.7,43,2,1359
2.1,-6.8,43,2,1359
2.1,-6.9,43,2,1359
2.1,-7.0,44,1,1359
2.1,-7.1,44,1,1359
2.1,-7.2,44,1,1359
2.1,-7.3,44,1,1359
2.1,-7.4,44,0,1360
2.2,-0.1,16,843,545
2.2,-0.2,18,769,617
2.2,-0.3,20,674,710
2.2,-0.4,23,569,812
2.2,-0.5,24,468,912
2.2,-0.6,25,379,1000
2.2,-0.7,25,315,1064
2.2,-0.8,27,266,1111
2.2,-0.9,29,226,1149
2.2,-1.0,29,192,1183
2.2,-1.1,31,167,1206
2.2,-1.2,33,140,1231
2.2,-1.3,34,125,1245
2.2,-1.4,35,110,1259
2.2,-1.5,35,100,1269
2.2,-1.6,35,91,1278
2.2,-1.7,35,79,1290
2.2,-1.8,35,73,1296
2.2,-1.9,35,65,1304
2.2,-2.0,35,57,1312
2.2,-2.1,35,51,1318
2.2,-2.2,35,48,1321
2.2,-2.3,35,45,1324
2.2,-2.4,35,40,1329
2.2,-2.5,35,33,1336
2.2,-2.6,36,29,1339
2.2,-2.7,36,27,1341
2.2,-2.8,36,23,1345
2.2,-2.9,36,22,1346
2.2,-3.0,36,22,1346
2.2,-3.1,36,19,1349
2.2,-3.2,36,18,1350
2.2,-3.3,36,18,1350
2.2,-3.4,37,17,1350
2.2,-3.5,37,16,1351
2.2,-3.6,37,15,1352
2.2,-3.7,37,15,1352
2.2,-3.8,37,15,1352
2.2,-3.9,37,14,1353
2.2,-4.0,37,14,1353
2.2,-4.1,37,12,1355
2.2,-4.2,37,11,1356
2.2,-4.3,37,10,1357
2.2,-4.4,37,8,1359
2.2,-4.5,38,6,1360
2.2,-4.6,38,6,1360
2.2,-4.7,38,5,1361
2.2,-4.8,38,5,1361
2.2,-4.9,38,5,1361
2.2,-5.0,38,4,1362
2.2,-5.1,38,4,1362
2.2,-5.2,38,4,1362
2.2,-5.3,38,4,1362
2.2,-5.4,38,4,1362
2.2,-5.5,38,4,1362
2.2,-5.6,38,4,1362
2.2,-5.7,38,4,1362
2.2,-5.8,38,4,1362
2.2,-5.9,38,3,1363
2.2,-6.0,38,3,1363
2.2,-6.1,38,3,1363
2.2,-6.2,38,3,1363
2.2,-6.3,38,3,1363
2.2,-6.4,38,3,1363
2.2,-6.5,38,2,1364
2.2,-6.6,38,2,1364
2.2,-6.7,38,2,1364
2.2,-6.8,38,2,1364
2.2,-6.9,38,2,1364
2.2,-7.0,39,1,1364
2.2,-7.1,39,1,1364
2.2,-7.2,39,1,1364
2.2,-7.3,39,1,1364
2.2,-7.4,39,0,1365
2.3,-0.1,15,843,546
2.3,-0.2,17,769,618
2.3,-0.3,19,674,711
2.3,-0.4,22,569,813
2.3,-0.5,23,468,913
2.3,-0.6,24,379,1001
2.3,-0.7,24,315,1065
2.3,-0.8,26,266,1112
2.3,-0.9,27,226,1151
2.3,-1.0,27,192,1185
2.3,-1.1,29,167,1208
2.3,-1.2,30,140,1234
2.3,-1.3,31,125,1248
2.3,-1.4,32,110,1262
2.3,-1.5,32,100,1272
2.3,-1.6,32,91,1281
2.3,-1.7,32,79,1293
2.3,-1.8,32,73,1299
2.3,-1.9,32,65,1307
2.3,-2.0,32,57,1315
2.3,-2.1,32,51,1321
2.3,-2.2,32,48,1324
2.3,-2.3,32,45,1327
2.3,-2.4,32,40,1332
2.3,-2.5,32,33,1339
2.3,-2.6,33,29,1342
2.3,-2.7,33,27,1344
2.3,-2.8,33,23,1348
2.3,-2.9,33,22,1349
2.3,-3.0,33,22,1349
2.3,-3.1,33,19,1352
2.3,-3.2,33,18,1353
2.3,-3.3,33,18,1353
2.3,-3.4,34,17,1353
2.3,-3.5,34,16,1354
2.3,-3.6,34,15,1355
2.3,-3.7,34,15,1355
2.3,-3.8,34,15,1355
2.3,-3.9,34,14,1356
2.3,-4.0,34,14,1356
2.3,-4.1,34,12,1358
2.3,-4.2,34,11,1359
2.3,-4.3,34,10,1360
2.3,-4.4,34,8,1362
2.3,-4.5,35,6,1363
2.3,-4.6,35,6,1363
2.3,-4.7,35,5,1364
2.3,-4.8,35,5,1364
2.3,-4.9,35,5,1364
2.3,-5.0,35,4,1365
2.3,-5.1,35,4,1365
2.3,-5.2,35,4,1365
2.3,-5.3,35,4,1365
2.3,-5.4,35,4,1365
2.3,-5.5,35,4,1365
2.3,-5.6,35,4,1365
2.3,-5.7,35,4,1365
2.3,-5.8,35,4,1365
2.3,-5.9,35,3,1366
2.3,-6.0,35,3,1366
2.3,-6.1,35,3,1366
2.3,-6.2,35,3,1366
2.3,-6.3,35,3,1366
2.3,-6.4,35,3,1366
2.3,-6.5,35,2,1367
2.3,-6.6,35,2,1367
2.3,-6.7,35,2,1367
2.3,-6.8,35,2,1367
2.3,-6.9,35,2,1367
2.3,-7.0,36,1,1367
2.3,-7.1,36,1,1367
2.3,-7.2,36,1,1367
2.3,-7.3,36,1,1367
2.3,-7.4,36,0,1368
2.4,-0.1,12,843,549
2.4,-0.2,13,769,622
2.4,-0.3,15,674,715
2.4,-0.4,18,569,817
2.4,-0.5,19,468,917
2.4,-0.6,20,379,1005
2.4,-0.7,20,315,1069
2.4,-0.8,22,266,1116
2.4,-0.9,23,226,1155
2.4,-1.0,23,192,1189
2.4,-1.1,25,167,1212
2.4,-1.2,26,140,1238
2.4,-1.3,27,125,1252
2.4,-1.4,28,110,1266
2.4,-1.5,28,100,1276
2.4,-1.6,28,91,1285
2.4,-1.7,28,79,1297
2.4,-1.8,28,73,1303
2.4,-1.9,28,65,1311
2.4,-2.0,28,57,1319
2.4,-2.1,28,51,1325
2.4,-2.2,28,48,1328
2.4,-2.3,28,45,1331
2.4,-2.4,28,40,1336
2.4,-2.5,28,33,1343
2.4,-2.6,29,29,1346
2.4,-2.7,29,27,1348
2.4,-2.8,29,23,1352
2.4,-2.9,29,22,1353
2.4,-3.0,29,22,1353
2.4,-3.1,29,19,1356
2.4,-3.2,29,18,1357
2.4,-3.3,29,18,1357
2.4,-3.4,30,17,1357
2.4,-3.5,30,16,1358
2.4,-3.6,30,15,1359
2.4,-3.7,30,15,1359
2.4,-3.8,30,15,1359
2.4,-3.9,30,14,1360
2.4,-4.0,30,14,1360
2.4,-4.1,30,12,1362
2.4,-4.2,30,11,1363
2.4,-4.3,30,10,1364
2.4,-4.4,30,8,1366
2.4,-4.5,31,6,1367
2.4,-4.6,31,6,1367
2.4,-4.7,31,5,1368
2.4,-4.8,31,5,1368
2.4,-4.9,31,5,1368
2.4,-5.0,31,4,1369
2.4,-5.1,31,4,1369
2.4,-5.2,31,4,1369
2.4,-5.3,31,4,1369
2.4,-5.4,31,4,1369
2.4,-5.5,31,4,1369
2.4,-5.6,31,4,1369
2.4,-5.7,31,4,1369
2.4,-5.8,31,4,1369
2.4,-5.9,31,3,1370
2.4,-6.0,31,3,1370
2.4,-6.1,31,3,1370
2.4,-6.2,31,3,1370
2.4,-6.3,31,3,1370
2.4,-6.4,31,3,1370
2.4,-6.5,31,2,1371
2.4,-6.6,31,2,1371
2.4,-6.7,31,2,1371
2.4,-6.8,31,2,1371
2.4,-6.9,31,2,1371
2.4,-7.0,32,1,1371
2.4,-7.1,32,1,1371
2.4,-7.2,32,1,1371
2.4,-7.3,32,1,1371
